InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
556484,85049G,CHOCOLATE BOX RIBBONS ,4,12/06/2011 13:17,1.25,16938
559928,84912A,PINK ROSE WASHBAG,4,14/07/2011 08:52,3.75,12405
550193,21155,RED RETROSPOT PEG BAG,6,15/04/2011 09:27,2.55,13952
558700,21166,COOK WITH WINE METAL SIGN ,1,01/07/2011 12:33,2.08,17920
549055,21899,KEY FOB   GARAGE DESIGN,24,06/04/2011 10:33,0.65,13515
547657,21533,RETROSPOT LARGE MILK JUG,12,24/03/2011 12:58,4.25,13871
543820,22520,CHILDS GARDEN TROWEL BLUE ,1,13/02/2011 16:05,0.85,16084
561470,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,27/07/2011 13:14,1.65,12523
543342,21497,FANCY FONTS BIRTHDAY WRAP,25,07/02/2011 12:27,0.42,17162
560723,22539,MINI JIGSAW DOLLY GIRL,1,20/07/2011 13:53,0.42,16464
551833,21213,PACK OF 72 SKULL CAKE CASES,24,04/05/2011 13:12,0.55,16779
547360,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,22/03/2011 12:30,1.65,16135
563428,82482,WOODEN PICTURE FRAME WHITE FINISH,6,16/08/2011 11:44,2.55,13159
564752,22457,NATURAL SLATE HEART CHALKBOARD ,18,30/08/2011 10:07,2.95,16126
563111,23209,LUNCH BAG VINTAGE DOILEY ,10,12/08/2011 11:08,1.65,15249
543108,84988,SET OF 72 PINK HEART PAPER DOILIES,4,03/02/2011 12:37,1.45,14085
541986,85099B,JUMBO BAG RED RETROSPOT,20,24/01/2011 15:59,1.95,17001
561715,22197,POPCORN HOLDER,24,29/07/2011 12:03,0.85,13102
551525,21592,RETROSPOT CIGAR BOX MATCHES ,5,01/05/2011 12:37,1.25,14667
554684,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1,25/05/2011 16:28,3.75,16448
549372,22038,BOTANICAL LAVENDER GIFT WRAP ,25,08/04/2011 11:28,0.42,14958
551775,23178,JAM CLOCK MAGNET,6,04/05/2011 11:21,2.89,12886
543001,22227,HANGING HEART MIRROR DECORATION ,24,02/02/2011 12:26,0.65,14127
553235,22986,GINGHAM ROSE WRAP,25,16/05/2011 11:13,0.42,13018
544795,23230,WRAP ALPHABET DESIGN,25,23/02/2011 13:21,0.42,15858
554066,22854,CREAM SWEETHEART EGG HOLDER,4,22/05/2011 10:40,4.95,12916
545718,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,07/03/2011 10:22,4.25,12614
562589,22969,HOMEMADE JAM SCENTED CANDLES,12,07/08/2011 15:16,1.45,15198
549682,POST,POSTAGE,2,11/04/2011 13:22,28,12596
555110,21754,HOME BUILDING BLOCK WORD,1,31/05/2011 14:34,5.95,17841
565766,21564,PINK  HEART SHAPE LOVE BUCKET ,1,06/09/2011 14:23,2.95,17841
558328,84879,ASSORTED COLOUR BIRD ORNAMENT,16,28/06/2011 12:09,1.69,15146
558096,22776,SWEETHEART CAKESTAND 3 TIER,2,26/06/2011 13:24,9.95,15532
554598,21165,BEWARE OF THE CAT METAL SIGN ,4,25/05/2011 11:12,1.69,13263
563952,22189,CREAM HEART CARD HOLDER,8,22/08/2011 10:44,3.95,15572
565748,22427,ENAMEL FLOWER JUG CREAM,12,06/09/2011 12:38,5.45,14156
543619,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,12,10/02/2011 14:51,1.45,16842
561868,20726,LUNCH BAG WOODLAND,1,31/07/2011 11:26,1.65,16813
552731,16161U,WRAP SUKI AND FRIENDS,25,11/05/2011 10:43,0.42,12372
560650,21708,FOLDING UMBRELLA CREAM POLKADOT,2,20/07/2011 11:38,4.95,15529
542715,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,31/01/2011 13:39,1.45,16403
555947,47343A,FUSCHIA FLOWER PURSE WITH BEADS,12,08/06/2011 10:45,0.83,14911
550518,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,19/04/2011 08:55,2.95,16628
550965,20936,FORKED CACTUS CANDLE,2,21/04/2011 16:53,2.95,16750
541886,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,24/01/2011 11:21,7.95,15039
552845,POST,POSTAGE,6,11/05/2011 14:37,15,14646
542894,22690,DOORMAT HOME SWEET HOME BLUE ,2,01/02/2011 13:45,7.95,12775
558372,84879,ASSORTED COLOUR BIRD ORNAMENT,16,28/06/2011 15:47,1.69,16200
546118,23051,RECYCLED ACAPULCO MAT BLUE,2,09/03/2011 14:14,8.25,13078
552554,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,10/05/2011 11:04,2.95,12843
553405,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,17/05/2011 08:37,0.29,14952
556474,22356,CHARLOTTE BAG PINK POLKADOT,1,12/06/2011 12:01,0.85,16007
544894,21907,I'M ON HOLIDAY METAL SIGN,12,24/02/2011 12:09,2.1,15805
562781,23301,GARDENERS KNEELING PAD KEEP CALM ,12,09/08/2011 13:10,1.65,14334
547358,22489,PACK OF 12 TRADITIONAL CRAYONS,3,22/03/2011 12:25,0.42,15998
540697,37370,RETRO COFFEE MUGS ASSORTED,12,11/01/2011 09:20,1.25,16670
542543,22301,COFFEE MUG CAT + BIRD DESIGN,6,28/01/2011 14:42,2.55,13141
559653,82552,WASHROOM METAL SIGN,2,11/07/2011 12:49,1.45,14552
549235,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,4,07/04/2011 11:16,3.25,15530
559123,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,1,06/07/2011 12:26,2.95,17341
542526,22548,HEADS AND TAILS SPORTING FUN,4,28/01/2011 12:43,1.25,14659
561600,22244,3 HOOK HANGER MAGIC GARDEN,2,28/07/2011 11:29,1.95,15861
548708,22549,PICTURE DOMINOES,3,03/04/2011 12:41,1.45,13269
555547,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,05/06/2011 13:13,3.25,12681
549289,22435,SET OF 9 HEART SHAPED BALLOONS,6,07/04/2011 18:09,1.25,14395
557315,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2,19/06/2011 16:02,2.1,15535
552244,22553,PLASTERS IN TIN SKULLS,1,06/05/2011 19:39,1.65,12748
547050,22333,RETROSPOT PARTY BAG + STICKER SET,8,20/03/2011 12:02,1.65,17795
543370,21755,LOVE BUILDING BLOCK WORD,3,07/02/2011 14:51,5.95,12359
558570,22208,WOOD STAMP SET THANK YOU,6,30/06/2011 14:38,0.83,17673
544329,21914,BLUE HARMONICA IN BOX ,12,17/02/2011 16:43,1.25,17288
543107,22966,GINGERBREAD MAN COOKIE CUTTER,12,03/02/2011 12:27,1.25,13800
545534,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,03/03/2011 14:05,2.95,17652
563735,21165,BEWARE OF THE CAT METAL SIGN ,24,18/08/2011 18:15,1.69,16743
556632,22470,HEART OF WICKER LARGE,2,13/06/2011 15:09,2.95,16987
556415,21124,SET/10 BLUE POLKADOT PARTY CANDLES,48,10/06/2011 12:19,1.25,12409
562784,23207,LUNCH BAG ALPHABET DESIGN,2,09/08/2011 13:22,1.65,16791
563659,21929,JUMBO BAG PINK VINTAGE PAISLEY,100,18/08/2011 11:00,1.75,13694
565835,23394,POSTE FRANCE CUSHION COVER,1,07/09/2011 11:32,3.75,14452
546435,85152,HAND OVER THE CHOCOLATE   SIGN ,12,14/03/2011 09:37,2.1,15671
541872,22629,SPACEBOY LUNCH BOX ,1,24/01/2011 09:52,1.95,14796
550331,22662,LUNCH BAG DOLLY GIRL DESIGN,2,17/04/2011 13:43,1.65,15555
547046,23051,RECYCLED ACAPULCO MAT BLUE,2,20/03/2011 11:43,8.25,13725
542629,22557,PLASTERS IN TIN VINTAGE PAISLEY ,48,31/01/2011 09:57,1.65,12731
565091,22077,6 RIBBONS RUSTIC CHARM,12,01/09/2011 10:28,1.65,16011
546498,84842,HELLO SAILOR BATHROOM SET,1,14/03/2011 11:44,3.75,15493
563755,20685,DOORMAT RED RETROSPOT,2,19/08/2011 10:58,7.95,17612
563557,21121,SET/10 RED POLKADOT PARTY CANDLES,24,17/08/2011 13:33,1.25,15786
557294,85099B,JUMBO BAG RED RETROSPOT,100,19/06/2011 13:28,1.79,13629
556041,22084,PAPER CHAIN KIT EMPIRE,3,08/06/2011 12:44,2.95,17954
542607,22195,LARGE HEART MEASURING SPOONS,2,30/01/2011 13:48,1.65,13148
544661,21169,YOU'RE CONFUSING ME METAL SIGN ,12,22/02/2011 13:59,1.69,15303
544657,21260,FIRST AID TIN,6,22/02/2011 13:08,3.25,14895
554097,21749,LARGE RED RETROSPOT WINDMILL,6,22/05/2011 13:01,2.1,12567
562711,20727,LUNCH BAG  BLACK SKULL.,1,08/08/2011 14:53,1.65,16788
565250,23344,JUMBO BAG 50'S CHRISTMAS ,10,02/09/2011 10:42,2.08,13643
559536,22992,REVOLVER WOODEN RULER ,4,10/07/2011 12:17,1.95,16283
557305,23092,LARGE ANTIQUE WHITE PHOTO FRAME,1,19/06/2011 14:42,7.9,13568
544483,21086,SET/6 RED SPOTTY PAPER CUPS,24,21/02/2011 10:53,0.65,12524
562378,23131,MISTLETOE HEART WREATH CREAM,48,04/08/2011 15:07,3.75,15046
541010,22630,DOLLY GIRL LUNCH BOX,12,13/01/2011 11:05,1.95,14114
564552,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,25/08/2011 17:22,4.95,16670
559133,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,06/07/2011 13:13,0.29,17861
547860,22248,DECORATION  PINK CHICK MAGIC GARDEN,9,27/03/2011 12:21,0.85,17625
549555,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,3,10/04/2011 12:52,1.25,13606
560359,23287,RED VINTAGE SPOT BEAKER,6,18/07/2011 11:47,0.85,14159
555249,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,01/06/2011 14:57,2.95,17472
541244,22507,MEMO BOARD RETROSPOT  DESIGN,1,16/01/2011 12:35,4.95,15535
548289,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,30/03/2011 11:48,0.42,13988
543036,22914,BLUE COAT RACK PARIS FASHION,2,02/02/2011 15:57,4.95,17223
550201,21260,FIRST AID TIN,6,15/04/2011 10:25,3.25,12769
541244,22116,METAL SIGN HIS DINNER IS SERVED,1,16/01/2011 12:35,2.95,15535
548697,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,03/04/2011 10:49,2.55,15482
560276,20727,LUNCH BAG  BLACK SKULL.,2,17/07/2011 15:11,1.65,14606
556222,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,18,09/06/2011 14:23,1.65,17522
562031,21871,SAVE THE PLANET MUG,3,01/08/2011 17:37,1.25,16984
565416,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,04/09/2011 12:00,0.29,12710
555851,22662,LUNCH BAG DOLLY GIRL DESIGN,4,07/06/2011 13:37,1.65,13050
545656,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,04/03/2011 13:58,8.25,14057
554837,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,26/05/2011 16:30,6.35,14584
542586,POST,POSTAGE,2,28/01/2011 15:45,40,12377
550437,21189,WHITE HONEYCOMB PAPER GARLAND ,1,18/04/2011 12:14,1.65,16923
560694,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,40,20/07/2011 12:05,2.08,12757
556465,23210,WHITE ROCKING HORSE HAND PAINTED,2,12/06/2011 11:04,1.25,14984
547887,21537,RED RETROSPOT PUDDING BOWL,4,28/03/2011 09:30,4.25,16245
564187,22384,LUNCH BAG PINK POLKADOT,2,23/08/2011 15:24,1.65,15005
554991,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1,29/05/2011 14:03,3.75,14823
564710,21790,VINTAGE SNAP CARDS,24,28/08/2011 10:21,0.85,15625
551507,22993,SET OF 4 PANTRY JELLY MOULDS,12,28/04/2011 18:11,1.25,18272
552469,22712,CARD DOLLY GIRL ,12,09/05/2011 15:34,0.42,12867
548551,20728,LUNCH BAG CARS BLUE,10,01/04/2011 08:56,1.65,14886
544672,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,96,22/02/2011 15:45,1.06,14646
551835,21535,RED RETROSPOT SMALL MILK JUG,6,04/05/2011 13:17,2.55,17646
545045,84884A,ANT WHITE WIRE HEART SPIRAL,2,27/02/2011 11:40,3.95,15708
553120,22729,ALARM CLOCK BAKELIKE ORANGE,4,13/05/2011 12:12,3.75,17139
546105,21249,WOODLAND  HEIGHT CHART STICKERS ,1,09/03/2011 12:21,2.95,14662
563613,23347,I LOVE LONDON BEAKER,12,18/08/2011 08:49,1.25,12688
544105,21844,RED RETROSPOT MUG,6,16/02/2011 10:38,2.95,17567
560922,22367,CHILDRENS APRON SPACEBOY DESIGN,8,21/07/2011 19:34,1.95,14911
562960,23162,REGENCY TEA STRAINER,4,11/08/2011 10:22,3.75,14911
560106,82001S,VINYL RECORD FRAME SILVER,3,14/07/2011 20:01,3.75,17554
545653,22908,PACK OF 20 NAPKINS RED APPLES,3,04/03/2011 13:39,0.85,15311
559307,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,07/07/2011 13:02,0.85,15356
558058,22037,ROBOT BIRTHDAY CARD,12,24/06/2011 15:00,0.42,14766
547841,47567B,TEA TIME KITCHEN APRON,2,27/03/2011 11:02,5.95,16923
549813,84685,BEACH HUT KEY CABINET,1,12/04/2011 12:16,3.75,17972
547896,21181,PLEASE ONE PERSON METAL SIGN,1,28/03/2011 11:34,2.1,17841
554098,22027,TEA PARTY BIRTHDAY CARD,12,22/05/2011 13:01,0.42,14769
543777,21929,JUMBO BAG PINK VINTAGE PAISLEY,3,11/02/2011 16:20,1.95,15406
550817,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,20/04/2011 17:00,4.25,17946
549901,84375,SET OF 20 KIDS COOKIE CUTTERS,3,12/04/2011 16:17,2.1,17180
554090,22386,JUMBO BAG PINK POLKADOT,2,22/05/2011 12:22,2.08,17315
552990,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,12/05/2011 15:17,0.85,17667
560260,23198,PANTRY MAGNETIC  SHOPPING LIST,1,17/07/2011 13:32,1.45,14044
559017,22689,DOORMAT MERRY CHRISTMAS RED ,1,05/07/2011 13:06,7.95,14034
549289,84849D,HOT BATHS SOAP HOLDER,4,07/04/2011 18:09,1.69,14395
553125,23087,ZINC  HEART T-LIGHT HOLDER,8,13/05/2011 12:13,1.25,17139
565792,23144,ZINC T-LIGHT HOLDER STARS SMALL,24,07/09/2011 09:37,0.83,14397
563661,22730,ALARM CLOCK BAKELIKE IVORY,10,18/08/2011 11:23,3.75,13048
552280,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,08/05/2011 12:39,2.08,13561
540121,20705,MRS ROBOT SOFT TOY,24,05/01/2011 10:35,1.95,16145
543800,22121,NOEL WOODEN BLOCK LETTERS ,1,13/02/2011 11:36,5.95,17282
551961,22672,FRENCH BATHROOM SIGN BLUE METAL,12,05/05/2011 12:39,1.65,13883
555201,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,01/06/2011 12:10,0.65,16969
544571,22538,MINI JIGSAW GO TO THE FAIR,24,21/02/2011 13:07,0.42,15146
548739,72130,COLUMBIAN CANDLE ROUND,4,04/04/2011 11:28,0.65,15493
541282,22203,MILK PAN RED RETROSPOT,3,17/01/2011 12:31,3.75,17690
553552,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,17/05/2011 16:23,1.65,17702
563425,23300,GARDENERS KNEELING PAD CUP OF TEA ,48,16/08/2011 11:37,1.45,15140
552051,72232,FENG SHUI PILLAR CANDLE,4,06/05/2011 10:10,0.19,14796
552251,22150,3 STRIPEY MICE FELTCRAFT,1,06/05/2011 20:00,1.95,12748
555393,23066,SMALL DECO JEWELLERY STAND,2,02/06/2011 17:00,8.25,14221
557472,22619,SET OF 6 SOLDIER SKITTLES,16,20/06/2011 13:27,3.75,12432
565748,23411, TRELLIS COAT RACK,6,06/09/2011 12:38,4.95,14156
540530,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,09/01/2011 14:02,1.25,14755
558999,22149,FELTCRAFT 6 FLOWER FRIENDS,12,05/07/2011 12:15,2.1,15806
560989,23298,SPOTTY BUNTING,18,22/07/2011 13:20,4.95,15704
547886,21833,CAMOUFLAGE LED TORCH,12,28/03/2011 09:21,1.69,13652
560915,21930,JUMBO STORAGE BAG SKULLS,10,21/07/2011 18:19,2.08,13313
548484,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,31/03/2011 12:43,2.95,13571
557973,21136,PAINTED METAL PEARS ASSORTED,16,24/06/2011 10:26,1.69,12955
562951,23091,ZINC HERB GARDEN CONTAINER,3,11/08/2011 09:57,6.25,14462
559807,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,12/07/2011 14:48,2.08,17841
549044,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,06/04/2011 09:11,1.95,16161
540672,82494L,WOODEN FRAME ANTIQUE WHITE ,6,10/01/2011 15:51,2.95,15281
562035,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,02/08/2011 09:29,2.95,12627
560098,21905,MORE BUTTER METAL SIGN ,1,14/07/2011 17:44,0.79,16907
562345,84660C,PINK STITCHED WALL CLOCK,40,04/08/2011 12:14,0.79,13694
553057,23207,LUNCH BAG ALPHABET DESIGN,10,13/05/2011 10:41,1.65,16161
563917,23347,I LOVE LONDON BEAKER,2,21/08/2011 13:46,1.25,14572
550651,21937,STRAWBERRY   PICNIC BAG,2,19/04/2011 16:52,2.95,15436
541206,22507,MEMO BOARD RETROSPOT  DESIGN,32,14/01/2011 12:24,4.25,14646
565207,20725,LUNCH BAG RED RETROSPOT,2,01/09/2011 16:46,1.65,16764
551440,22355,CHARLOTTE BAG SUKI DESIGN,1,28/04/2011 15:29,0.85,15311
551739,22523,CHILDS GARDEN FORK PINK,1,04/05/2011 10:58,0.85,18118
543107,22360,GLASS JAR ENGLISH CONFECTIONERY,6,03/02/2011 12:27,2.95,13800
548451,22548,HEADS AND TAILS SPORTING FUN,4,31/03/2011 11:25,1.25,17365
550900,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,72,21/04/2011 12:11,1.25,16553
562939,82551,LAUNDRY 15C METAL SIGN,12,11/08/2011 08:37,1.45,15498
544887,21705,BAG 500g SWIRLY MARBLES,2,24/02/2011 11:54,1.65,17364
543371,21181,PLEASE ONE PERSON METAL SIGN,1,07/02/2011 14:53,2.1,14048
544754,23004,TRAVEL CARD WALLET PANTRY,24,23/02/2011 10:58,0.42,16394
549953,21216,SET 3 RETROSPOT TEA COFFEE SUGAR,4,13/04/2011 13:15,4.95,12766
548707,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,03/04/2011 12:08,4.25,13781
544634,21561,DINOSAUR LUNCH BOX WITH CUTLERY,3,22/02/2011 11:02,2.55,17994
550627,22457,NATURAL SLATE HEART CHALKBOARD ,6,19/04/2011 14:36,2.95,16633
553946,22028,PENNY FARTHING BIRTHDAY CARD,12,20/05/2011 10:48,0.42,15601
558328,22030,SWALLOWS GREETING CARD,12,28/06/2011 12:09,0.42,15146
548898,22249,DECORATION WHITE CHICK MAGIC GARDEN,2,04/04/2011 16:28,0.85,17214
541784,47591B,SCOTTIES CHILDRENS APRON,2,21/01/2011 12:37,1.65,17277
559807,22672,FRENCH BATHROOM SIGN BLUE METAL,3,12/07/2011 14:48,1.65,17841
556426,23240,SET OF 4 KNICK KNACK TINS DOILEY ,2,10/06/2011 13:18,4.15,16729
557064,22916,HERB MARKER THYME,2,16/06/2011 15:07,0.65,13263
545447,21212,PACK OF 72 RETROSPOT CAKE CASES,24,02/03/2011 16:34,0.55,17426
540120,21668,RED STRIPE CERAMIC DRAWER KNOB,24,05/01/2011 10:08,1.25,17675
547083,82494L,WOODEN FRAME ANTIQUE WHITE ,6,20/03/2011 15:21,2.95,15452
559991,22282,12 EGG HOUSE PAINTED WOOD,1,14/07/2011 12:29,12.75,14527
544393,21928,JUMBO BAG SCANDINAVIAN PAISLEY,3,18/02/2011 11:56,1.95,16393
556484,23301,GARDENERS KNEELING PAD KEEP CALM ,1,12/06/2011 13:17,1.65,16938
553935,23169,CLASSIC GLASS COOKIE JAR,1,20/05/2011 10:32,4.15,15856
559318,10135,COLOURING PENCILS BROWN TUBE,6,07/07/2011 14:08,1.25,18013
550297,22523,CHILDS GARDEN FORK PINK,1,15/04/2011 15:58,0.85,14056
552371,15034,PAPER POCKET TRAVELING FAN ,24,09/05/2011 12:28,0.14,17629
545057,22224,WHITE LOVEBIRD LANTERN,6,27/02/2011 12:49,2.95,13630
558049,90114,SUMMER DAISIES BAG CHARM,1,24/06/2011 14:16,2.55,15850
541134,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,14/01/2011 10:20,0.65,15615
565315,22424,ENAMEL BREAD BIN CREAM,1,02/09/2011 12:51,12.75,14019
553017,22555,PLASTERS IN TIN STRONGMAN,1,12/05/2011 19:01,1.65,12757
547785,21716,BOYS VINTAGE TIN SEASIDE BUCKET,2,25/03/2011 11:41,2.55,13097
555523,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,05/06/2011 11:36,2.95,12468
548911,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,05/04/2011 09:09,2.95,12951
542412,21216,SET 3 RETROSPOT TEA COFFEE SUGAR,1,27/01/2011 16:49,4.95,16725
564734,20992,JAZZ HEARTS PURSE NOTEBOOK,6,28/08/2011 13:32,0.39,12484
561642,22374,AIRLINE BAG VINTAGE JET SET RED,1,28/07/2011 15:04,4.25,17965
551963,22993,SET OF 4 PANTRY JELLY MOULDS,12,05/05/2011 12:52,1.25,13266
547709,22961,JAM MAKING SET PRINTED,2,24/03/2011 18:43,1.45,18109
565432,20727,LUNCH BAG  BLACK SKULL.,3,04/09/2011 13:16,1.65,16241
556845,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,24,15/06/2011 11:30,4.15,17511
556259,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,09/06/2011 17:53,3.75,12721
547822,23179,CLOCK MAGNET MUM'S KITCHEN,6,25/03/2011 14:53,2.89,12668
555851,21165,BEWARE OF THE CAT METAL SIGN ,2,07/06/2011 13:37,1.69,13050
564734,22209,WOOD STAMP SET HAPPY BIRTHDAY,3,28/08/2011 13:32,0.83,12484
547106,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,4,21/03/2011 11:24,1.25,15039
547672,22263,FELT EGG COSY LADYBIRD ,1,24/03/2011 13:54,0.85,17754
547233,22938,CUPCAKE LACE PAPER SET 6,12,21/03/2011 16:20,1.95,17152
544176,21012,ANTIQUE ALL GLASS CANDLESTICK,12,16/02/2011 14:18,2.1,18219
554114,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,22/05/2011 15:00,2.95,15292
543115,22428,ENAMEL FIRE BUCKET CREAM,1,03/02/2011 13:27,6.95,14606
553522,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2,17/05/2011 14:43,2.08,15005
545053,82494L,WOODEN FRAME ANTIQUE WHITE ,2,27/02/2011 12:41,2.95,17516
546543,22087,PAPER BUNTING WHITE LACE,1,14/03/2011 15:40,2.95,17841
562784,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,09/08/2011 13:22,1.65,16791
558462,71143,SILVER BOOK MARK WITH BEADS,10,29/06/2011 15:11,0.85,13982
555573,22469,HEART OF WICKER SMALL,3,05/06/2011 15:46,1.65,15349
561040,21731,RED TOADSTOOL LED NIGHT LIGHT,24,24/07/2011 12:05,1.65,12431
554028,22917,HERB MARKER ROSEMARY,12,20/05/2011 13:43,0.65,15410
543056,21232,STRAWBERRY CERAMIC TRINKET BOX,24,03/02/2011 10:47,1.25,12471
557962,23341,PINK DINER WALL CLOCK,2,24/06/2011 09:22,8.5,13709
560254,22037,ROBOT BIRTHDAY CARD,12,17/07/2011 13:07,0.42,16678
561694,22047,EMPIRE GIFT WRAP,25,29/07/2011 09:57,0.42,16147
552293,22433,WATERING CAN GREEN DINOSAUR,6,08/05/2011 14:05,1.95,16232
550350,22197,SMALL POPCORN HOLDER,12,18/04/2011 10:04,0.85,15491
549966,35810A,ENAMEL PINK COFFEE CONTAINER,12,13/04/2011 14:17,0.83,16224
551163,22224,WHITE LOVEBIRD LANTERN,4,26/04/2011 15:52,2.95,12573
543481,22465,HANGING METAL STAR LANTERN,2,08/02/2011 16:25,1.65,14606
553607,23052,RECYCLED ACAPULCO MAT TURQUOISE,20,18/05/2011 10:47,7.45,16684
540113,85035C,ROSE 3 WICK MORRIS BOX CANDLE,12,05/01/2011 09:11,1.25,13126
557119,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,36,16/06/2011 17:08,1.25,17416
555562,21669,BLUE STRIPE CERAMIC DRAWER KNOB,2,05/06/2011 14:45,1.25,17841
556296,21249,WOODLAND  HEIGHT CHART STICKERS ,6,10/06/2011 09:44,2.95,15114
540531,84991,60 TEATIME FAIRY CAKE CASES,1,09/01/2011 14:03,0.55,16549
561706,22729,ALARM CLOCK BAKELIKE ORANGE,4,29/07/2011 11:25,3.75,14735
560694,22356,CHARLOTTE BAG PINK POLKADOT,10,20/07/2011 12:05,0.85,12757
555653,85152,HAND OVER THE CHOCOLATE   SIGN ,2,06/06/2011 14:12,2.1,17673
558765,40001,WHITE BAMBOO RIBS LAMPSHADE,24,03/07/2011 13:12,0.85,17312
557621,85054,FRENCH ENAMEL POT W LID,6,21/06/2011 14:00,2.95,12444
561807,23164,REGENCY CAKE SLICE,4,29/07/2011 15:02,4.95,17491
559898,23203,JUMBO BAG DOILEY PATTERNS,4,13/07/2011 12:18,2.08,16225
552278,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,08/05/2011 12:36,8.95,15059
540561,20724,RED RETROSPOT CHARLOTTE BAG,10,10/01/2011 10:32,0.85,13004
540242,22077,6 RIBBONS RUSTIC CHARM,3,05/01/2011 15:30,1.65,15046
551289,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,20,27/04/2011 14:18,2.08,18226
540015,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,04/01/2011 11:40,3.75,13319
548806,22383,LUNCH BAG SUKI DESIGN ,30,04/04/2011 12:52,1.65,13098
565149,37327,ASSTD MULTICOLOUR CIRCLES MUG,48,01/09/2011 14:13,0.39,14414
552046,21158,MOODY GIRL DOOR HANGER ,12,06/05/2011 09:44,1.45,15235
565088,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,01/09/2011 10:11,0.83,16145
555558,21868,POTTING SHED TEA MUG,4,05/06/2011 14:06,1.25,14159
563070,20617,FIRST CLASS PASSPORT COVER ,5,11/08/2011 15:34,2.1,14099
560884,23207,LUNCH BAG ALPHABET DESIGN,100,21/07/2011 16:12,1.45,13694
554415,22796,PHOTO FRAME 3 CLASSIC HANGING,2,24/05/2011 12:10,9.95,18202
559057,22045,SPACEBOY GIFT WRAP,25,06/07/2011 09:46,0.42,13089
556056,21934,SKULL SHOULDER BAG,1,08/06/2011 13:35,1.65,17841
548670,22730,ALARM CLOCK BAKELIKE IVORY,2,01/04/2011 15:37,3.75,15356
565118,23202,JUMBO BAG VINTAGE LEAF,20,01/09/2011 11:33,2.08,15039
542371,POST,POSTAGE,2,27/01/2011 13:29,18,12468
542934,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,02/02/2011 11:01,2.55,13093
565453,23374,RED SPOT PAPER GIFT BAG,20,04/09/2011 16:05,0.82,15136
562770,20724,RED RETROSPOT CHARLOTTE BAG,20,09/08/2011 11:56,0.85,17139
